11:22:11,0
11:22:13,1
11:22:13,2
11:22:15,0
11:22:17,1
11:23:22,0
11:23:23,1
11:23:25,2
11:23:25,0
11:23:26,1
11:23:32,2
11:24:12,0
11:24:13,1
11:24:14,2
11:24:16,0
11:24:16,1
11:24:17,2
11:24:17,0
11:24:17,1
11:24:18,2
11:24:18,0
11:24:18,1
11:24:18,2
11:24:19,0
11:24:42,0
11:24:43,1
11:24:43,2
11:24:43,0
11:24:44,1
11:24:44,2
11:24:45,0
11:24:45,1
11:24:46,2
11:24:46,0
11:24:46,1
11:24:46,2
11:24:47,0
11:24:47,1
11:24:47,2
11:24:47,0
11:24:48,1
11:24:48,2
11:24:48,0
11:24:48,1
11:24:49,2
11:24:49,0
11:24:49,1
11:24:49,2
11:24:50,0
11:24:50,1
11:24:50,2
11:24:50,0
11:24:51,1
11:24:51,2
11:24:51,0
11:24:51,1
11:24:52,2
11:24:52,0
11:24:52,1
11:24:52,2
11:24:53,0
11:24:53,1
11:24:53,2
11:24:53,0
11:24:54,1
11:24:54,2
11:24:55,0
11:24:55,1
11:24:55,2
11:24:55,0
11:24:56,1
11:24:56,2
11:24:57,0
11:24:57,1
11:24:57,2
11:24:57,0
11:24:58,1
11:24:58,2
11:24:58,0
11:24:59,1
11:24:59,2
11:25:12,0
11:25:12,1
11:25:12,2
11:25:13,0
11:25:13,1
11:25:13,2
11:25:13,0
11:25:14,1
11:25:14,2
11:25:14,0
11:25:14,1
11:25:15,2
11:25:15,0
11:25:15,1
11:25:15,2
11:25:16,0
11:25:16,1
11:25:16,2
11:25:16,0
11:25:16,1
11:25:17,2
11:25:17,0
11:25:17,1
11:25:17,2
11:25:18,0
11:25:18,1
11:25:18,2
11:25:18,0
11:25:19,1
11:25:19,2
11:25:19,0
11:25:19,1
11:25:19,2
11:25:20,0
11:25:20,1
11:25:20,2
11:25:20,0
11:25:21,1
11:25:21,2
11:25:21,0
11:25:21,1
11:25:22,2
11:25:22,0
